10 7437 20962
1 100 0.280396 0.0893555
0 101 0.0650038 -0.0219698
1 101 0.176044 -0.00179083
0 102 0.0225461 0.0370656
1 102 0.116154 0.0571972
0 103 0.223227 0.0591603
1 103 0.341003 0.0732954
0 104 0.17945 0.102722
1 104 0.294394 0.119027
0 105 0.287625 0.157506
1 105 0.393271 0.163816
0 106 -0.403956 -0.277154
1 106 -0.386082 -0.268985
0 107 0.0389264 0.150501
1 107 0.124837 0.170746
0 108 -0.365363 -0.212398
1 108 -0.340206 -0.196945
0 109 0.0648482 0.0829126
1 109 0.167026 0.103969
0 110 -0.458581 -0.140133
1 110 -0.439315 -0.111391
0 111 0.180822 0.0701058
1 111 0.297405 0.0867865
0 112 0.24306 0.112775
1 112 0.357093 0.125827
0 113 0.334184 0.0961753
1 113 0.441179 0.102209
0 114 0.247135 0.0730834
1 114 0.36395 0.0858424
0 115 0.236962 0.186227
1 115 0.340885 0.196561
0 116 0.158563 0.0120292
1 116 0.283284 0.0306981
0 117 0.1714 0.105172
1 117 0.285993 0.121871
0 118 0.171913 0.0956327
1 118 0.286774 0.112678
0 119 0.322416 0.0521712
1 119 0.434169 0.0613033
0 120 -0.436235 -0.269193
1 120 -0.424727 -0.260037
0 121 0.0767995 0.0491224
1 121 0.183162 0.0692374
0 122 -0.436793 -0.270257
1 122 -0.42575 -0.260997
0 96 0.149104 0.137208
0 123 0.219206 0.0611571
1 123 0.336134 0.0768394
0 124 0.263039 0.13946
1 124 0.373006 0.149887
0 116 0.158628 0.0119491
0 125 -0.34742 0.0847321
1 125 -0.303439 0.129058
0 126 0.0711069 0.134439
1 126 0.168118 0.155465
0 127 0.26285 0.0620334
1 127 0.379194 0.0736326
0 128 0.110651 -0.0273636
1 128 0.234508 -0.00811322
0 129 -0.405922 -0.266879
1 129 -0.388923 -0.258773
0 130 0.2363 0.201846
1 130 0.338522 0.21131
0 131 -0.327 -0.119446
1 131 -0.286483 -0.0959368
0 132 0.133073 0.0949213
1 132 0.245666 0.114124
0 133 0.248192 0.0824874
1 133 0.365254 0.0945494
0 134 0.0190947 0.0459059
1 134 0.111329 0.0670461
0 135 -0.317097 -0.240893
1 135 -0.286324 -0.232524
0 128 0.109074 -0.0293666
0 126 0.0710329 0.133886
0 136 0.265149 0.0586271
1 136 0.381583 0.0696455
0 137 0.199474 0.0239046
1 137 0.216616 0.0145167
0 138 0.24694 0.142642
1 138 0.357945 0.153572
0 139 0.16027 0.0390028
1 139 0.277306 0.0562393
0 140 0.194876 0.0175619
1 140 0.322529 0.0354137
0 131 -0.327662 -0.119123
0 141 -0.0294434 0.0328744
1 141 0.0406267 0.0527515
0 142 0.107847 -0.167387
1 142 0.197108 -0.158982
0 143 0.301391 0.110811
1 143 0.41128 0.118681
0 144 -0.415089 -0.144923
1 144 -0.395139 -0.120876
0 145 0.300664 0.0988297
1 145 0.411669 0.107747
0 146 -0.324672 -0.26496
1 146 -0.296125 -0.258097
0 147 0.207437 0.107627
1 147 0.322738 0.122048
0 148 0.0418345 0.00168768
1 148 0.142374 0.0217782
0 149 -0.38675 0.0856753
1 149 -0.346081 0.133392
0 150 0.2884 0.0149176
1 150 0.415475 0.027708
0 128 0.215199 -0.000568709
0 151 0.219215 0.215015
1 151 0.315669 0.223928
0 152 -0.00998295 0.100255
1 152 0.0467439 0.115568
0 153 0.114954 0.149013
1 153 0.218138 0.167958
0 154 0.307154 0.0538944
1 154 0.42052 0.0638707
0 155 0.21728 0.00185669
1 155 0.235718 -0.00603095
0 156 -0.382292 0.0866257
1 156 -0.343299 0.133778
0 132 0.133282 0.0953796
0 157 0.246197 -0.132978
1 157 0.344541 -0.12749
0 158 0.112176 -0.105158
1 158 0.225005 -0.0911157
0 157 0.245753 -0.134521
0 155 0.216719 0.00117362
0 159 0.142077 -0.243605
1 159 0.196223 -0.245174
0 160 -0.421895 -0.294264
1 160 -0.407322 -0.289891
0 161 0.293561 0.148681
1 161 0.400689 0.156954
0 162 0.0698269 0.140637
1 162 0.165927 0.161226
0 163 0.110912 0.163834
1 163 0.212287 0.183385
0 164 0.103355 0.125721
1 164 0.195957 0.141579
0 165 0.385191 -0.0879705
1 165 0.492948 -0.0830892
0 166 -0.365014 -0.24997
1 166 -0.340954 -0.240339
0 167 0.122447 0.22289
1 167 0.203585 0.236183
0 168 0.261413 0.107863
1 168 0.375435 0.119639
0 169 0.0374883 -0.182887
1 169 0.11766 -0.175496
0 170 0.230172 0.165561
1 170 0.338435 0.177628
0 171 0.175138 0.115584
1 171 0.288748 0.132447
0 172 0.106387 0.179233
1 172 0.202876 0.198424
0 173 0.0829731 0.0299952
1 173 0.190718 0.0497131
0 174 0.397604 -0.151064
1 174 0.479165 -0.150618
0 175 0.0632583 0.0133479
1 175 0.167508 0.0332793
0 176 0.124747 0.121503
1 176 0.234236 0.141108
0 177 0.0566847 0.056283
1 177 0.160086 0.0771872
0 178 0.143237 0.0887637
1 178 0.257458 0.108981
0 179 -0.478301 -0.0156933
1 179 -0.460226 0.026083
0 180 0.234904 0.15136
1 180 0.344871 0.163086
0 177 0.0565166 0.0564872
0 181 0.164325 -0.103477
1 181 0.279229 -0.0889237
0 182 0.230239 0.190388
1 182 0.333681 0.200531
0 183 0.172125 0.115506
1 183 0.285345 0.132052
0 184 0.065214 0.01277
1 184 0.168301 0.0331656
0 185 0.216131 0.162758
1 185 0.324743 0.175989
0 186 0.189267 0.115043
1 186 0.30539 0.130851
0 187 0.081415 0.146052
1 187 0.179943 0.166419
0 188 0.134374 0.0310259
1 188 0.249207 0.0489413
0 189 0.227072 0.154978
1 189 0.336204 0.166789
0 190 0.229477 -0.0621358
1 190 0.357149 -0.0461337
0 191 -0.450113 -0.218598
1 191 -0.439155 -0.20171
0 192 0.364563 0.0855121
1 192 0.467429 0.0888245
0 193 0.176608 -0.100254
1 193 0.290979 -0.085823
0 194 -0.468004 0.00192602
1 194 -0.454338 0.0434336
0 195 0.399949 0.0770412
1 195 0.496835 0.0785022
0 196 0.0667708 0.0117605
1 196 0.172108 0.0316696
0 197 -0.297225 -0.110689
1 197 -0.255008 -0.0862103
0 198 -0.319704 -0.255843
1 198 -0.290319 -0.248905
0 199 0.250573 0.101623
1 199 0.365098 0.114215
0 200 0.262642 0.118012
1 200 0.375111 0.128744
0 201 0.0908333 -0.1835
1 201 0.171504 -0.176336
0 202 0.188661 0.153353
1 202 0.297363 0.168455
0 203 0.0936953 0.142357
1 203 0.196305 0.163209
0 204 0.270167 0.0270512
1 204 0.397895 0.0401562
0 174 0.398137 -0.150524
0 205 0.364125 0.0854006
1 205 0.467205 0.0893601
0 206 0.40304 0.132656
1 206 0.489925 0.12975
0 207 0.168158 0.114924
1 207 0.281651 0.13121
0 208 0.260161 -0.116364
1 208 0.367956 -0.107489
0 209 0.267876 0.18327
1 209 0.372483 0.191813
0 210 0.426137 -0.169797
1 210 0.498194 -0.172777
0 211 -0.351288 -0.254352
1 211 -0.324248 -0.246106
0 212 0.290693 0.0535712
1 212 0.405232 0.0651276
0 213 0.254463 0.127799
1 213 0.3669 0.13838
0 214 0.0754561 -0.225065
1 214 0.137397 -0.2226
0 215 -0.447379 -0.276866
1 215 -0.437126 -0.269508
0 216 0.323103 0.109998
1 216 0.430933 0.117167
0 217 0.411159 0.0373875
1 217 0.508703 0.0394317
0 218 0.216676 -0.132855
1 218 0.318162 -0.123386
0 219 0.12076 0.155848
1 219 0.22393 0.17393
0 220 0.103377 -0.20309
1 220 0.175954 -0.19869
0 221 0.0539858 -0.155865
1 221 0.145301 -0.145201
0 222 -0.0316447 0.000498431
1 222 0.0376993 0.0187019
0 223 0.0878005 -0.206162
1 223 0.159109 -0.201597
0 224 0.426549 -0.169745
1 224 0.497184 -0.172224
0 225 -0.470151 -0.15524
1 225 -0.442692 -0.126532
0 175 0.0628139 0.0138887
0 226 0.233069 0.109881
1 226 0.348756 0.124631
0 227 0.15455 0.107954
1 227 0.267953 0.126766
0 228 0.18106 0.188468
1 228 0.285015 0.202514
0 229 0.196829 0.103605
1 229 0.312292 0.118296
0 230 0.167184 -0.138615
1 230 0.265835 -0.129647
0 231 0.231558 0.118815
1 231 0.34503 0.132236
0 232 0.11873 0.161839
1 232 0.220543 0.180778
0 233 0.0818777 0.158733
1 233 0.176877 0.179103
0 234 0.230299 0.162657
1 234 0.338728 0.174426
0 235 0.0581645 0.0813008
1 235 0.15895 0.103
0 236 0.342797 0.0735285
1 236 0.450521 0.0802856
0 237 0.0190479 0.0969708
1 237 0.106299 0.119037
0 238 0.216657 0.173463
1 238 0.32216 0.18552
0 239 0.0975499 -0.119658
1 239 0.204868 -0.105649
0 240 0.263702 0.184252
1 240 0.367244 0.193075
0 241 0.198362 0.160659
1 241 0.30731 0.175422
0 242 0.408339 -0.200489
1 242 0.468508 -0.204356
0 243 0.255751 -0.125834
1 243 0.35957 -0.117474
0 244 0.091952 -0.240127
1 244 0.146559 -0.239888
0 245 0.361749 -0.0851911
1 245 0.473912 -0.0797248
0 246 0.303757 -0.116528
1 246 0.408397 -0.109983
0 247 0.098319 -0.0911593
1 247 0.214202 -0.0728435
0 248 0.382321 0.0536787
1 248 0.485028 0.0578365
0 249 0.316313 0.175499
1 249 0.415737 0.179788
0 250 0.162976 -0.0105852
1 250 0.291901 0.00751994
0 251 0.14222 0.118079
1 251 0.254658 0.136662
0 252 0.262398 0.154879
1 252 0.368111 0.163526
0 209 0.267998 0.183847
0 229 0.196395 0.103253
0 233 0.0804215 0.159049
0 253 0.151491 0.228308
1 253 0.240982 0.242155
0 254 0.134184 -0.13267
1 254 0.236508 -0.120164
0 221 0.0543899 -0.155627
0 255 -0.329045 -0.246541
1 255 -0.297819 -0.237879
0 256 -0.299049 -0.127161
1 256 -0.278226 -0.111378
0 257 0.145345 0.0105088
1 257 0.269582 0.0304287
0 258 0.164941 0.115402
1 258 0.279486 0.132794
0 259 0.22923 0.0668844
1 259 0.346421 0.0807578
0 260 0.0558876 0.147885
1 260 0.148338 0.169174
0 261 0.168889 0.202538
1 261 0.267091 0.215216
0 262 -0.406256 -0.140829
1 262 -0.383642 -0.115368
0 263 0.335529 0.0618019
1 263 0.445159 0.069255
0 264 0.19068 0.0369157
1 264 0.308709 0.0525745
0 265 0.314182 0.189656
1 265 0.410582 0.193479
0 266 0.189535 0.0378749
1 266 0.307674 0.0541333
0 267 0.16544 0.200202
1 267 0.264412 0.215268
0 268 0.242283 0.0450317
1 268 0.360227 0.0592092
0 269 0.291376 0.0712401
1 269 0.405092 0.0808461
0 270 -0.000549765 -0.0236385
1 270 0.0839421 -0.00469894
0 271 0.243138 0.180442
1 271 0.347642 0.19097
0 272 0.233686 0.225019
1 272 0.324455 0.232231
0 273 0.232788 -0.272521
1 273 0.271994 -0.280635
0 274 -0.439239 -0.147613
1 274 -0.411399 -0.120342
0 275 0.143691 0.00869926
1 275 0.268035 0.0287743
0 276 0.319808 0.0994146
1 276 0.42901 0.106421
0 277 0.107197 -0.238164
1 277 0.163828 -0.238003
0 278 0.31152 0.0858484
1 278 0.422095 0.0945742
0 279 -0.446189 -0.237625
1 279 -0.433782 -0.224363
0 267 0.165936 0.202922
0 280 -0.480236 -0.124594
1 280 -0.460652 -0.0920414
0 281 0.295249 0.165727
1 281 0.399088 0.173804
0 280 -0.479723 -0.124547
0 282 0.246413 0.127701
1 282 0.358484 0.139372
0 283 -0.00431176 -0.0340024
1 283 0.0771856 -0.0156143
0 284 0.166022 -0.121062
1 284 0.275074 -0.109225
0 285 0.248736 0.11251
1 285 0.362643 0.125728
0 286 0.368774 0.160889
1 286 0.459745 0.160155
0 287 0.400496 0.101655
1 287 0.493272 0.101744
0 288 0.262343 0.21861
1 288 0.354739 0.223876
0 289 0.0933922 -0.158791
1 289 0.18546 -0.148044
0 290 0.245223 0.151063
1 290 0.355214 0.161922
0 291 -0.352733 -0.172711
1 291 -0.328109 -0.155351
0 292 0.188969 0.162155
1 292 0.297399 0.177311
0 293 0.357447 -0.0820646
1 293 0.46524 -0.0768447
0 294 0.312452 0.0708821
1 294 0.423551 0.0791198
0 295 0.0461258 0.0800912
1 295 0.146997 0.100714
0 296 0.208931 0.136032
1 296 0.32145 0.15024
0 297 0.398403 -0.0700019
1 297 0.506936 -0.0649419
0 298 0.105159 0.157086
1 298 0.206872 0.175953
0 299 0.375527 -0.0920666
1 299 0.483647 -0.0875975
0 300 0.265264 0.114374
1 300 0.377733 0.124749
0 301 0.239039 0.141161
1 301 0.350262 0.153705
0 261 0.168116 0.200815
0 302 0.103241 0.167983
1 302 0.202305 0.187614
0 303 0.0468196 -0.187437
1 303 0.127518 -0.178868
0 304 0.149309 0.110315
1 304 0.261971 0.129971
0 305 0.170003 -0.0955147
1 305 0.284664 -0.0806559
0 306 0.398249 -0.0700555
1 306 0.507865 -0.0648438
0 307 0.247736 0.16648
1 307 0.355118 0.177092
0 308 0.0415124 -0.222552
1 308 0.100985 -0.219186
0 309 0.254099 0.148946
1 309 0.364424 0.159593
0 310 0.144286 -0.275133
1 310 0.182358 -0.280529
0 311 0.100284 0.117665
1 311 0.204688 0.138044
0 312 0.271311 0.163329
1 312 0.377437 0.17282
0 313 0.244587 0.191844
1 313 0.348422 0.201402
0 314 0.136869 0.180033
1 314 0.242054 0.199321
0 315 0.147246 -0.126752
1 315 0.252336 -0.114868
0 316 0.123055 -0.236746
1 316 0.180952 -0.237111
0 317 0.293635 0.0895676
1 317 0.406483 0.0987323
0 318 0.200789 0.226932
1 318 0.292595 0.237114
0 319 -0.40426 -0.139269
1 319 -0.384302 -0.115979
0 320 0.256934 0.0460587
1 320 0.373976 0.0594446
0 321 0.269144 0.120667
1 321 0.380622 0.130353
0 322 -0.00485426 -0.0770937
1 322 0.0848167 -0.0613753
0 323 0.274084 0.130062
1 323 0.384455 0.139906
0 324 0.0486332 0.14832
1 324 0.138292 0.168989
0 325 0.0678162 -0.208551
1 325 0.139769 -0.2051
0 326 0.236021 0.174092
1 326 0.341824 0.184594
0 327 0.053381 0.108148
1 327 0.151265 0.129652
0 328 0.0333678 -0.206863
1 328 0.102508 -0.20179
0 329 0.203023 -0.122362
1 329 0.308969 -0.111629
0 286 0.368612 0.16079
0 330 0.157813 0.191381
1 330 0.259124 0.205773
0 331 0.162287 0.0891668
1 331 0.275688 0.105726
0 332 0.0896421 -0.220652
1 332 0.152813 -0.218524
0 333 0.106311 -0.216329
1 333 0.170792 -0.214398
0 334 0.284947 0.170312
1 334 0.389332 0.178406
0 335 0.14888 -0.0991877
1 335 0.265899 -0.0854355
0 336 0.0194473 0.00183704
1 336 0.112741 0.0228971
0 337 0.1073 -0.088427
1 337 0.223593 -0.0704986
0 338 0.33704 0.0668173
1 338 0.445192 0.0732806
0 339 -0.299865 0.0588162
1 339 -0.255991 0.0958145
0 340 -0.429254 -0.0191876
1 340 -0.409678 0.0180279
0 341 -0.378953 -0.233268
1 341 -0.360246 -0.221927
0 342 0.0425808 -0.191807
1 342 0.116456 -0.185502
0 343 -0.41145 0.0663034
1 343 -0.367681 0.116305
0 315 0.146663 -0.127236
0 344 0.101244 -0.0329416
1 344 0.225366 -0.0127164
0 345 0.323065 0.0658457
1 345 0.433455 0.0730939
0 346 0.0559176 0.154943
1 346 0.148823 0.17607
0 347 -0.361035 -0.146891
1 347 -0.333773 -0.125831
0 348 0.307156 0.0665947
1 348 0.416909 0.0762331
0 349 0.111169 -0.183637
1 349 0.190889 -0.178093
0 350 0.0519794 0.0724701
1 350 0.154451 0.0938322
0 351 0.189882 0.169965
1 351 0.298784 0.184541
0 352 0.396241 0.0702654
1 352 0.494255 0.0701484
0 353 0.305168 0.085302
1 353 0.41729 0.0936797
0 354 0.201002 -0.125901
1 354 0.306351 -0.115051
0 355 0.372804 0.106523
1 355 0.472788 0.10837
0 356 0.0949766 -0.091877
1 356 0.211006 -0.0737297
0 357 -0.349344 -0.141868
1 357 -0.318807 -0.121747
0 358 0.273339 0.250959
1 358 0.346184 0.250381
0 359 0.206274 0.0973654
1 359 0.322037 0.111722
0 360 0.132853 0.107574
1 360 0.243896 0.125457
0 294 0.311703 0.0701891
0 361 0.00347822 0.0949746
1 361 0.0938577 0.117349
0 362 0.208771 0.129288
1 362 0.3215 0.144485
0 363 0.120918 -0.145178
1 363 0.218726 -0.13405
0 364 0.188868 0.206349
1 364 0.287328 0.217369
0 365 0.205195 0.177864
1 365 0.310927 0.189886
0 366 0.0922315 -0.221769
1 366 0.155712 -0.219493
0 367 0.363962 -0.118879
1 367 0.462801 -0.114425
0 368 -0.00942644 -0.0227945
1 368 0.072723 -0.00374464
0 369 0.243303 -0.217369
1 369 0.306413 -0.219448
0 370 -0.428039 -0.288896
1 370 -0.412915 -0.280686
0 371 0.0607082 0.168353
1 371 0.149053 0.187103
0 372 0.387412 0.0697516
1 372 0.48727 0.0721505
0 373 0.042324 -0.211213
1 373 0.111316 -0.206672
0 374 -0.377972 -0.0468301
1 374 -0.332904 -0.0106838
0 375 0.105263 0.0627331
1 375 0.215296 0.0818645
0 376 0.121653 0.193966
1 376 0.217335 0.211731
0 377 0.160233 -0.27744
1 377 0.199271 -0.283517
0 378 0.328009 0.0816472
1 378 0.437703 0.0886726
0 379 0.233725 -0.134012
1 379 0.332487 -0.126901
0 380 0.388159 0.0861603
1 380 0.487137 0.0882749
0 381 0.269714 0.248045
1 381 0.345665 0.248593
0 382 0.116769 0.0306697
1 382 0.230467 0.0491812
0 383 -0.437028 0.00632023
1 383 -0.395799 0.0524876
0 384 -0.440483 -0.0763677
1 384 -0.417351 -0.041514
0 385 -0.485829 -0.108313
1 385 -0.466453 -0.0748027
0 386 0.219023 0.244168
1 386 0.302527 0.249754
0 387 -0.430014 -0.275408
1 387 -0.412024 -0.266449
0 388 0.282646 0.0468269
1 388 0.397563 0.0586979
0 344 0.205481 -0.003951
0 389 0.0365911 -0.147331
1 389 0.131281 -0.134264
0 390 -0.525454 -0.103204
1 390 -0.50252 -0.0635019
0 391 0.454795 -0.129116
1 391 0.536687 -0.129385
0 392 0.27541 0.122868
1 392 0.386393 0.132717
0 393 0.205346 0.0967244
1 393 0.321352 0.111297
0 394 0.0520098 0.138239
1 394 0.145298 0.1584
0 395 0.078252 -0.198233
1 395 0.150572 -0.192379
0 396 0.211707 0.150442
1 396 0.323759 0.163422
0 397 0.200413 0.130099
1 397 0.313451 0.145683
0 398 0.0288873 0.140931
1 398 0.115478 0.160371
0 399 -0.318753 -0.107751
1 399 -0.275279 -0.0822744
0 400 0.383919 -0.127287
1 400 0.475203 -0.124955
0 401 0.25812 -0.106775
1 401 0.36758 -0.0968588
0 402 0.281927 0.0758055
1 402 0.396485 0.086673
0 403 0.146596 -0.261158
1 403 0.192021 -0.265612
0 404 0.00235626 0.0948724
1 404 0.0852021 0.116908
0 373 0.0425862 -0.210748
0 405 0.256357 0.188328
1 405 0.359922 0.197402
0 406 -0.339717 -0.0865879
1 406 -0.303662 -0.0594022
0 407 0.277726 0.0924961
1 407 0.392221 0.102695
0 408 0.397781 0.0576454
1 408 0.496301 0.0578847
0 409 0.449727 -0.128671
1 409 0.532645 -0.128804
0 410 -0.435648 -0.303179
1 410 -0.423873 -0.299371
0 345 0.323512 0.0649041
0 340 -0.430236 -0.0192861
0 369 0.241074 -0.219237
0 411 0.443633 -0.160747
1 411 0.515264 -0.162643
0 412 -0.365743 -0.0900089
1 412 -0.331868 -0.0619523
0 413 -0.522424 -0.103097
1 413 -0.499404 -0.0647141
0 414 -0.467351 -0.00822172
1 414 -0.44222 0.0353194
0 389 0.0368153 -0.147104
0 415 -0.40184 0.0951619
1 415 -0.367773 0.143383
0 416 0.0768917 -0.241527
1 416 0.129942 -0.242025
0 417 -0.454801 -0.104858
1 417 -0.430721 -0.0716993
0 418 0.104845 -0.138911
1 418 0.206667 -0.12738
0 419 -0.362657 -0.202927
1 419 -0.337009 -0.187835
0 420 -0.470091 -0.100681
1 420 -0.450627 -0.0664745
0 421 0.119909 0.198383
1 421 0.220268 0.216587
0 422 -0.433954 -0.29893
1 422 -0.421872 -0.294184
0 423 0.137455 0.152877
1 423 0.244223 0.171731
0 424 0.0159594 0.111048
1 424 0.0982345 0.13079
0 330 0.160632 0.19148
0 425 -0.363548 0.00799634
1 425 -0.316685 0.0488795
0 426 0.321341 -0.146362
1 426 0.410055 -0.14282
0 427 0.218909 0.206239
1 427 0.316727 0.216096
0 428 0.433854 -0.138955
1 428 0.516054 -0.139016
0 429 0.360526 0.0795035
1 429 0.464606 0.0841963
0 430 0.116628 0.0947234
1 430 0.227383 0.114554
0 431 0.125901 -0.111511
1 431 0.235796 -0.0980371
0 432 0.321235 0.163583
1 432 0.421849 0.167189
0 433 0.210731 0.124533
1 433 0.325023 0.139445
0 434 0.229007 0.214949
1 434 0.325853 0.224337
0 399 -0.317676 -0.107013
0 435 0.233337 -0.136106
1 435 0.332752 -0.12818
0 436 0.0688036 -0.143763
1 436 0.164555 -0.130567
0 437 0.0752909 0.0364208
1 437 0.18179 0.0562874
0 438 0.276017 -0.184962
1 438 0.35161 -0.183238
0 439 -0.465512 -0.110173
1 439 -0.443407 -0.076609
0 440 0.0628569 -0.243971
1 440 0.113923 -0.244843
0 441 0.121282 0.0373279
1 441 0.234252 0.055281
0 442 0.179794 0.21477
1 442 0.276163 0.226622
0 443 -0.315982 -0.176051
1 443 -0.277031 -0.158335
0 444 0.292933 0.120538
1 444 0.402945 0.128467
0 445 0.289243 0.0615477
