9 4784 19517
1 37 -0.178584 -0.102056
0 38 -0.21204 0.0911596
1 38 -0.2164 0.0659853
0 39 -0.0880767 0.194247
1 39 -0.0636381 0.174503
0 40 0.00324896 -0.252392
1 40 0.00096154 -0.27618
0 41 -0.144816 0.112972
1 41 -0.15293 0.0907147
0 42 -0.0726231 0.262243
1 42 -0.0771543 0.244996
0 43 -0.103767 0.0562018
1 43 -0.112646 0.0372932
0 44 -0.0845491 0.0467994
1 44 -0.0937282 0.0273407
0 45 -0.10361 0.172782
1 45 -0.111521 0.153404
0 41 -0.144519 0.112633
0 46 -0.165903 -0.0909846
1 46 -0.174341 -0.114611
0 47 0.00782991 -0.261802
1 47 0.00775291 -0.285925
0 48 -0.0641605 0.181674
1 48 -0.0702689 0.1648
0 49 -0.0901392 0.241168
1 49 -0.0957651 0.223141
0 50 -0.0845418 0.0467716
1 50 -0.0937733 0.0273607
0 51 -0.0510839 0.178565
1 51 -0.056399 0.162499
0 52 -0.0847423 0.173672
1 52 -0.0921799 0.155476
0 53 -0.196508 0.145213
1 53 -0.201318 0.120624
0 54 -0.0736545 0.193867
1 54 -0.0799369 0.176486
0 55 0.0265197 -0.167313
1 55 0.0265945 -0.18899
0 56 -0.220502 0.0771817
1 56 -0.224261 0.0517549
0 57 -0.214243 0.0827528
1 57 -0.218831 0.0577396
0 57 -0.214505 0.0824706
0 58 -0.0373618 -0.229743
1 58 -0.0449492 -0.253628
0 59 -0.0331355 -0.116091
1 59 -0.0405154 -0.136993
0 60 -0.175337 0.217193
1 60 -0.179933 0.193598
0 61 -0.0144127 0.126557
1 61 -0.0173778 0.111941
0 62 -0.216507 0.232007
1 62 -0.216752 0.205322
0 63 -0.195212 0.11438
1 63 -0.198331 0.0900062
0 64 -0.116652 -0.0929643
1 64 -0.126741 -0.115657
0 65 -0.0843354 0.125765
1 65 -0.0924416 0.107057
0 66 -0.0635794 0.260688
1 66 -0.0677323 0.244607
0 67 -0.177637 0.153069
1 67 -0.183655 0.128989
0 59 -0.0333643 -0.116039
0 68 -0.213649 0.0839441
1 68 -0.21809 0.0590789
0 69 -0.170668 -0.0770013
1 69 -0.178889 -0.101247
0 70 -0.0514802 -0.120036
1 70 -0.0603188 -0.141487
0 71 -0.175169 0.2171
1 71 -0.179804 0.193522
0 72 -0.13888 -0.074864
1 72 -0.147929 -0.0979857
0 73 -0.116713 -0.0929886
1 73 -0.126768 -0.115606
0 74 -0.0941046 0.0445276
1 74 -0.103531 0.0246999
0 70 -0.0513454 -0.120024
0 75 -0.202484 0.138731
1 75 -0.20788 0.114036
0 76 -0.188011 0.116617
1 76 -0.192158 0.0913864
0 77 0.0331517 -0.170733
1 77 0.0344773 -0.191791
0 78 -0.16598 0.277501
1 78 -0.169775 0.254102
0 79 0.0171402 -0.07538
1 79 0.018801 -0.093509
0 39 -0.0582337 0.190962
0 80 -0.0316167 -0.0974328
1 80 -0.0383536 -0.117883
0 81 -0.0951767 0.0473279
1 81 -0.104669 0.0272778
0 82 -0.0491563 -0.056175
1 82 -0.0558967 -0.075656
0 83 -0.200016 0.111538
1 83 -0.204461 0.0868912
0 84 -0.139003 -0.274427
1 84 -0.154113 -0.30224
0 85 -0.147541 -0.0883494
1 85 -0.157065 -0.111644
0 86 -0.186018 0.1144
1 86 -0.191309 0.0894971
0 81 -0.0943704 0.0464266
0 87 -0.08972 0.102574
1 87 -0.0984993 0.0834846
0 88 -0.185457 0.217841
1 88 -0.189661 0.193488
0 89 -0.226982 0.0660306
1 89 -0.230529 0.0406596
0 90 -0.242153 0.0128493
1 90 -0.243172 -0.0143339
0 91 -0.00529322 -0.238939
1 91 -0.00928665 -0.262528
0 92 -0.221115 -0.184191
1 92 -0.226905 -0.21017
0 93 -0.176677 0.166728
1 93 -0.182256 0.142744
0 94 -0.242038 0.0132755
1 94 -0.243088 -0.0135691
0 95 -0.0178507 -0.0922704
1 95 -0.0223825 -0.112263
0 75 -0.20297 0.138561
0 96 -0.226407 0.0661276
1 96 -0.230132 0.0408904
0 97 -0.14433 0.126766
1 97 -0.152579 0.10507
0 98 -0.0592566 0.00577583
1 98 -0.0662236 -0.0137212
0 99 -0.235425 -0.192632
1 99 -0.239315 -0.218686
0 100 -0.156774 0.239622
1 100 -0.162056 0.217029
0 101 -0.119735 -0.292455
1 101 -0.128045 -0.3187
0 102 -0.185185 -0.248794
1 102 -0.193264 -0.274805
0 103 -0.185257 -0.25006
1 103 -0.193095 -0.276043
0 104 -0.0561301 0.0815847
1 104 -0.0631862 0.0638026
0 105 0.028723 -0.0125537
1 105 0.0330208 -0.0288323
0 80 -0.0316042 -0.0974625
0 106 -0.0277741 0.113353
1 106 -0.0329738 0.0975628
0 107 -0.119472 -0.0805313
1 107 -0.12928 -0.102816
0 108 -0.096988 0.191807
1 108 -0.104203 0.172991
0 109 -0.0788612 0.275395
1 109 -0.0832622 0.258653
0 110 -0.0944689 -0.117694
1 110 -0.104167 -0.139069
0 100 -0.156693 0.239752
0 111 -0.124323 0.0786866
1 111 -0.133691 0.0576506
0 112 -0.184598 0.173598
1 112 -0.189989 0.149654
0 113 -0.179232 -0.101209
1 113 -0.187599 -0.125636
0 114 -0.20854 0.108416
1 114 -0.212992 0.0823287
0 115 -0.0981716 0.0864782
1 115 -0.107845 0.0667577
0 104 -0.0592323 0.0812339
0 116 -0.176772 0.167169
1 116 -0.182202 0.142934
0 117 -0.111402 -0.292527
1 117 -0.120035 -0.318784
0 118 -0.177088 0.155889
1 118 -0.183233 0.132119
0 119 -0.124561 0.0782194
1 119 -0.134125 0.0573971
0 120 -0.138943 -0.147017
1 120 -0.150611 -0.170834
0 121 -0.124976 0.121873
1 121 -0.133904 0.101202
0 122 -0.156523 0.212515
1 122 -0.162426 0.190062
0 123 0.00304992 -0.0938559
1 123 -1.82001e-05 -0.112837
0 124 -0.0984577 0.263771
1 124 -0.103909 0.244846
0 125 -0.218691 0.104756
1 125 -0.22228 0.0786884
0 126 -0.159946 -0.0677762
1 126 -0.168505 -0.0919166
0 127 -0.224448 0.0678176
1 127 -0.228136 0.0424406
0 128 -0.062193 0.0809456
1 128 -0.0691282 0.0626127
0 129 0.0136332 0.102573
1 129 0.0147512 0.0888625
0 130 -0.184727 -0.250696
1 130 -0.19248 -0.27676
0 131 -0.0708921 0.138758
1 131 -0.0788584 0.120921
0 132 0.00473359 0.124415
1 132 0.00484433 0.110338
0 133 -0.0288016 0.112655
1 133 -0.0332719 0.0974379
0 134 -0.106117 0.120207
1 134 -0.113978 0.100921
0 135 0.0029053 -0.00268198
1 135 0.0027849 -0.0195445
0 136 -0.186956 0.174499
1 136 -0.191779 0.150371
0 137 -0.132668 0.12533
1 137 -0.141299 0.103987
0 138 -0.0622324 -0.0996931
1 138 -0.0710895 -0.1209
0 139 -0.136916 0.0692868
1 139 -0.147018 0.0473921
0 140 -0.14394 0.229361
1 140 -0.149925 0.207548
0 141 -0.143835 0.229426
1 141 -0.14994 0.207656
0 142 -0.122839 -0.292507
1 142 -0.137818 -0.319214
0 143 -0.116757 0.334367
1 143 -0.107755 0.312835
0 144 0.0299679 -0.0045114
1 144 0.0344762 -0.0186758
0 145 -0.104102 0.114228
1 145 -0.112184 0.0948116
0 146 -0.149082 0.124625
1 146 -0.156865 0.102628
0 147 -0.131838 -0.111846
1 147 -0.142236 -0.135456
0 148 -0.161183 0.143024
1 148 -0.168504 0.12027
0 149 -0.045187 -0.0774775
1 149 -0.0526599 -0.0976973
0 150 -0.13247 0.124967
1 150 -0.14146 0.104289
0 151 -0.0782495 0.174897
1 151 -0.0855201 0.157403
0 152 -0.13253 0.129996
1 152 -0.141327 0.109017
0 153 -0.0901958 -0.0383362
1 153 -0.0986775 -0.0594291
0 154 -0.0916329 -0.0905251
1 154 -0.1013 -0.112339
0 155 -0.0469609 -0.0894942
1 155 -0.0544535 -0.109836
0 156 -0.127091 0.102806
1 156 -0.136231 0.0817901
0 157 -0.113798 0.127017
1 157 -0.12288 0.107265
0 158 -0.0153794 -0.094989
1 158 -0.0199882 -0.114283
0 159 -0.200642 0.103694
1 159 -0.205762 0.0796176
0 147 -0.131802 -0.112048
0 160 -0.156442 0.212394
1 160 -0.16243 0.18979
0 161 -0.0846275 -0.0649171
1 161 -0.0931491 -0.0861672
0 162 -0.140379 -0.106798
1 162 -0.150479 -0.13019
0 163 -0.0975301 0.0853144
1 163 -0.107016 0.0654988
0 164 -0.281897 0.111812
1 164 -0.271271 0.0823185
0 165 -0.131901 0.0593024
1 165 -0.141519 0.0378415
0 166 -0.100576 0.291062
1 166 -0.105236 0.272225
0 92 -0.220764 -0.184497
0 167 -0.189929 0.175251
1 167 -0.19488 0.151293
0 168 -0.117467 0.125658
1 168 -0.126774 0.105683
0 169 -0.1734 0.235839
1 169 -0.177778 0.212232
0 170 -0.125911 0.0838489
1 170 -0.13209 0.0635616
0 171 -0.0153846 -0.111996
1 171 -0.0208206 -0.132203
0 172 -0.159382 0.107165
1 172 -0.167762 0.0843861
0 172 -0.159878 0.106857
0 173 -0.0952558 0.176166
1 173 -0.0701729 0.155619
0 174 -0.122124 0.123658
1 174 -0.131271 0.103046
0 175 -0.173476 0.235758
1 175 -0.177873 0.212183
0 176 0.00336106 0.107429
1 176 0.00294434 0.0928168
0 177 -0.138127 -0.08898
1 177 -0.147797 -0.112152
0 178 -0.101066 -0.0436775
1 178 -0.10931 -0.064731
0 179 -0.0518229 0.186532
1 179 -0.0569473 0.170549
0 180 -0.0117581 0.00809736
1 180 -0.0154985 -0.00887412
0 181 0.0177468 -0.159419
1 181 0.0157302 -0.180225
0 182 -0.0389418 0.0589946
1 182 -0.0452714 0.0421324
0 183 -0.138407 -0.193695
1 183 -0.146582 -0.21798
0 184 -0.0564171 0.168882
1 184 -0.0621137 0.152472
0 185 -0.0668429 0.195896
1 185 -0.0730766 0.178773
0 174 -0.123155 0.122913
0 186 -0.0641832 0.0637105
1 186 -0.0724469 0.045222
0 187 -0.100094 0.292809
1 187 -0.104961 0.274088
0 188 -0.00217269 0.122315
1 188 -0.00342026 0.108117
0 189 -0.0661445 -0.0545979
1 189 -0.0737875 -0.0749479
0 186 -0.0636801 0.0637225
0 190 -0.0161466 -0.231746
1 190 -0.0220142 -0.256941
0 191 -0.0804038 0.191904
1 191 -0.0871325 0.174145
0 192 -0.103279 0.180868
1 192 -0.110788 0.161633
0 138 -0.0625375 -0.0996923
0 193 -0.145908 -0.0974364
1 193 -0.155776 -0.121013
0 194 -0.23844 -0.170277
1 194 -0.241967 -0.196344
0 195 -0.15959 -0.0722562
1 195 -0.168223 -0.0956979
0 182 -0.0387988 0.0587403
0 196 -0.0584507 -0.234097
1 196 -0.0673694 -0.258755
0 197 -0.131729 0.135687
1 197 -0.140795 0.114694
0 198 -0.111367 0.12814
1 198 -0.121167 0.107718
0 199 -0.0645666 0.16807
1 199 -0.0710891 0.150908
0 200 -0.172302 -0.0796993
1 200 -0.180194 -0.103789
0 201 -0.0604936 -0.0506667
1 201 -0.0680656 -0.0706125
0 195 -0.159639 -0.0721568
0 202 -0.00131115 0.0980235
1 202 -0.00272417 0.0833046
0 203 -0.121294 -0.237979
1 203 -0.131465 -0.263214
0 204 -0.086049 -0.077184
1 204 -0.0955378 -0.0990176
0 196 -0.0583978 -0.234441
0 205 0.00269767 -0.108654
1 205 -0.0011625 -0.128261
0 206 -0.109209 0.102049
1 206 -0.118614 0.0823472
0 207 -0.08025 0.255749
1 207 -0.0850841 0.238032
0 208 -0.0870439 -0.0647818
1 208 -0.0950654 -0.0855122
0 209 -0.199796 -0.0960831
1 209 -0.204855 -0.120587
0 210 0.00140974 0.19736
1 210 0.00356269 0.183972
0 205 0.00380518 -0.109996
0 211 -0.221332 0.0955016
1 211 0.0523798 0.0550548
0 190 -0.0163444 -0.232102
0 212 -0.0233761 0.115449
1 212 -0.0284688 0.100525
0 213 -0.212723 -0.187342
1 213 -0.219759 -0.212672
0 214 -0.0533488 -0.194179
1 214 -0.0613507 -0.216837
0 215 -0.226199 0.0623426
1 215 -0.229797 0.0364017
0 216 -0.164281 -0.104893
1 216 -0.1736 -0.128642
0 217 -0.234621 0.0166911
1 217 -0.236465 -0.0091854
0 203 -0.121553 -0.23827
0 218 -0.0960919 0.0362132
1 218 -0.10543 0.0161304
0 219 -0.0256793 -0.0114542
1 219 -0.0293272 -0.0298458
0 220 -0.159912 0.132286
1 220 -0.166403 0.109675
0 221 -0.0868067 -0.0766037
1 221 -0.0963401 -0.0983969
0 222 -0.104199 0.113427
1 222 -0.112119 0.0942456
0 135 0.00260336 -0.00321122
0 223 -0.043372 -0.149488
1 223 -0.0529933 -0.171655
0 224 -0.0787933 -0.0339263
1 224 -0.0864995 -0.0543328
0 225 -0.233029 0.0163971
1 225 -0.234619 -0.00929375
0 226 -0.206202 0.138076
1 226 -0.211224 0.112941
0 227 -0.0786565 -0.0438253
1 227 -0.085419 -0.0643187
0 228 -0.212529 0.191866
1 228 -0.213691 0.165471
0 229 -0.00704446 0.10335
1 229 -0.00978098 0.0882347
0 230 -0.0950675 0.175936
1 230 -0.102716 0.157062
0 231 -0.0215154 0.125212
1 231 -0.0251508 0.110068
0 232 -0.1538 -0.0604943
1 232 -0.161503 -0.0831249
0 233 -0.207271 0.0803903
1 233 -0.211748 0.0556673
0 234 -0.0288015 0.123463
1 234 -0.033715 0.107607
0 235 -0.185925 0.208919
1 235 -0.189997 0.184363
0 236 -0.0638215 0.173349
1 236 -0.0703813 0.156149
0 237 -0.232635 0.0163121
1 237 -0.234284 -0.00924356
0 238 -0.157244 -0.124979
1 238 -0.167205 -0.148984
0 239 -0.131489 0.111414
1 239 -0.139861 0.0910893
0 239 -0.130999 0.112535
0 240 0.00873692 0.116336
1 240 0.00865584 0.103137
0 241 -0.167536 -0.0924086
1 241 -0.176022 -0.11632
0 242 -0.000596191 -0.284028
1 242 0.00674863 -0.311238
0 243 -0.0599886 -0.0506151
1 243 -0.0666467 -0.0702143
0 244 -0.0499085 0.171378
1 244 -0.0553417 0.154688
0 245 -0.0505574 -0.00758661
1 245 -0.0561495 -0.0259561
0 246 -0.0832529 0.114379
1 246 -0.0921176 0.0953195
0 247 -0.0788852 -0.0468483
1 247 -0.0865891 -0.0674897
0 248 -0.221257 0.1505
1 248 -0.223166 0.124922
0 249 -0.100614 -0.0335436
1 249 -0.108584 -0.0547329
0 250 -0.154151 0.121877
1 250 -0.162036 0.0997717
0 251 -0.0134727 0.101802
1 251 -0.016276 0.0869719
0 252 -0.255733 0.136876
1 252 -0.251278 0.108912
0 253 -0.0089283 0.115053
1 253 -0.012749 0.100779
0 254 -0.0148345 -0.0996739
1 254 -0.019724 -0.119808
0 255 -0.0466844 -0.0890719
1 255 -0.0541315 -0.109574
0 256 -0.200887 0.0998788
1 256 -0.205991 0.0755406
0 257 -0.222729 0.158153
1 257 -0.224971 0.130985
0 258 -0.176053 -0.121867
1 258 -0.185328 -0.146174
0 259 -0.0878892 0.1875
1 259 -0.0951015 0.169022
0 260 0.0104096 0.0919493
1 260 0.0104163 0.078155
0 261 -0.0532767 -0.0963983
1 261 -0.0616155 -0.117102
0 262 -0.120771 -0.0433552
1 262 -0.129561 -0.0654185
0 263 -0.085324 -0.084153
1 263 -0.094984 -0.105757
0 264 -0.0712735 0.178525
1 264 -0.0944098 0.162793
0 265 -0.132275 0.112572
1 265 -0.141411 0.0914845
0 266 -0.114282 -0.0514955
1 266 -0.12286 -0.073525
0 267 -0.171109 0.1141
1 267 -0.178839 0.0907265
0 268 -0.160659 0.1347
1 268 -0.171294 0.111382
0 269 -0.0288349 0.123407
1 269 -0.0338951 0.107384
0 270 -0.234365 -0.162343
1 270 -0.23839 -0.188408
0 271 -0.0447165 0.17561
1 271 -0.0497299 0.159946
0 272 -0.0217179 -0.243996
1 272 -0.0273929 -0.26832
0 273 -0.105546 -0.0434636
1 273 -0.114592 -0.0648925
0 274 -0.234472 -0.0239567
1 274 -0.235832 -0.0498013
0 275 0.0166583 -0.0970572
1 275 0.0191704 -0.115501
0 274 -0.234934 -0.0245139
0 276 -0.00193859 0.00252698
1 276 -0.00400487 -0.0142102
0 277 0.0398308 -0.174743
1 277 0.0497023 -0.195621
0 278 -0.156154 -0.102446
1 278 -0.166041 -0.125858
0 279 -0.148162 -0.114578
1 279 -0.158112 -0.138166
0 280 -0.156244 -0.0987154
1 280 -0.165967 -0.121858
0 281 -0.146088 -0.114458
1 281 -0.156164 -0.138125
0 282 -0.114184 -0.0517585
1 282 -0.122979 -0.0734178
0 283 -0.1602 0.131757
1 283 -0.167145 0.109202
0 284 -0.224573 0.0874295
1 284 -0.227574 0.0620234
0 285 -0.000294761 -0.266617
1 285 -0.00290093 -0.291727
0 286 -0.0821894 0.152328
1 286 -0.0896964 0.133744
0 287 -0.112199 0.0703652
1 287 -0.12163 0.0498001
0 288 -0.0466917 0.278353
1 288 -0.0487102 0.26331
0 236 -0.0634709 0.172757
0 289 -0.0176847 -0.237432
1 289 -0.0233064 -0.261854
0 290 -0.245122 0.0248048
1 290 -0.245953 -0.00110182
0 291 -0.0574518 -0.109421
1 291 -0.065995 -0.130783
0 292 -0.0568155 -0.106793
1 292 -0.06552 -0.128119
0 293 -0.156328 -0.0984419
1 293 -0.166178 -0.122245
0 294 -0.207177 -0.114618
1 294 -0.213284 -0.139192
0 295 -0.146408 -0.114608
1 295 -0.156354 -0.138159
0 296 0.0181845 -0.010931
1 296 0.0240862 -0.0278687
0 297 -0.244049 -0.169082
1 297 -0.24508 -0.195787
0 298 -0.097781 0.0797792
1 298 -0.107319 0.0598831
0 299 -0.0116435 0.0710138
1 299 -0.0160737 0.0550963
0 300 -0.118684 -0.04317
1 300 -0.127554 -0.0655643
0 301 -0.229033 0.0159313
1 301 -0.230714 -0.00980158
0 302 -0.116997 0.0706558
1 302 -0.126888 0.0503379
0 303 -0.187961 0.136547
1 303 -0.19377 0.112582
0 304 -0.0365499 0.0749558
1 304 -0.0432766 0.0583537
0 264 -0.0871922 0.181024
0 305 -0.0976404 0.0798818
1 305 -0.107255 0.0603858
0 306 -0.022027 0.0388597
1 306 -0.0274284 0.022223
0 307 -0.221495 0.13149
1 307 -0.223997 0.105774
0 308 -0.016003 -0.23742
1 308 -0.0216611 -0.26244
0 309 -0.0656484 0.159381
1 309 -0.0724904 0.142121
0 310 -0.233538 -0.0127888
1 310 -0.234664 -0.0387463
0 311 -0.0538077 -0.176831
1 311 -0.0633024 -0.20014
0 312 -0.0261534 0.125338
1 312 -0.0301588 0.109878
0 313 -0.170448 0.138897
1 313 -0.177499 0.116041
0 314 -0.0812962 0.0399731
1 314 -0.0902764 0.0204603
0 315 -0.0368694 -0.105752
1 315 -0.0441969 -0.126401
0 316 -0.239285 -0.00502731
1 316 -0.24015 -0.0311135
0 317 -0.233453 -0.0220953
1 317 -0.234658 -0.0479815
0 318 -0.130652 -0.0831265
1 318 -0.139773 -0.106025
0 319 -0.190172 0.134962
1 319 -0.195748 0.111366
0 320 -0.144401 -0.111029
1 320 -0.154123 -0.135132
0 321 -0.240797 0.0702947
1 321 -0.239768 0.042794
0 322 -0.153021 0.102146
1 322 -0.161282 0.0795863
0 270 -0.234753 -0.161812
0 323 -0.130004 -0.176488
1 323 -0.140614 -0.199834
0 324 -0.0187059 0.0602904
1 324 -0.0235351 0.0439998
0 325 -0.218746 0.0711359
1 325 -0.222458 0.0460814
0 326 -0.127824 -0.0699049
1 326 -0.137344 -0.0924156
0 327 -0.167399 -0.0855594
1 327 -0.176058 -0.10963
0 328 -0.0995236 0.0207884
1 328 -0.107967 5.312e-05
0 329 -0.247444 0.0163607
1 329 -0.248359 -0.0113185
0 330 -0.0545508 0.0232881
1 330 -0.0617247 0.00506398
0 331 -0.115351 0.0690663
1 331 -0.124691 0.0488222
0 332 -0.211523 0.235747
1 332 -0.212453 0.209353
0 333 -0.0994176 0.184554
1 333 -0.106867 0.165299
0 334 -0.116678 -0.142343
1 334 -0.1276 -0.165806
0 335 -0.00421682 0.190253
1 335 -0.00358337 0.177409
0 336 -0.0658134 0.158931
1 336 -0.0726322 0.141933
0 337 -0.186768 0.100702
1 337 -0.193334 0.0768622
0 294 -0.206754 -0.114413
0 338 -0.243283 0.148899
1 338 -0.241923 0.121487
0 284 -0.224637 0.0872554
0 339 -0.00608893 0.0548976
1 339 -0.0101087 0.0389005
0 340 -0.153199 0.10207
1 340 -0.161475 0.0796907
0 341 -0.258611 -0.174016
1 341 -0.257773 -0.200015
0 342 0.00909841 0.24781
1 342 0.0207063 0.236286
0 343 -0.104138 -0.160335
1 343 -0.115007 -0.182916
0 344 -0.227634 0.0532354
1 344 -0.231403 0.0270343
0 345 0.00163441 0.111114
1 345 0.000313917 0.0971321
0 346 -0.0112606 0.00219387
1 346 -0.0142468 -0.0151278
0 347 -0.0851422 0.183454
1 347 -0.0917642 0.165179
0 348 -0.16114 -0.084185
1 348 -0.169518 -0.108014
0 349 0.0333957 -0.160286
1 349 0.0340529 -0.180685
0 350 -0.0831358 0.202918
1 350 -0.0899792 0.185019
0 351 -0.0716988 0.186065
1 351 -0.0782771 0.169051
0 334 -0.116523 -0.142799
0 352 -0.0406048 0.256623
1 352 -0.0427837 0.241818
0 353 -0.0496348 -0.0810341
1 353 -0.0575526 -0.101632
0 354 -0.0212249 -0.129909
1 354 -0.0272897 -0.150406
0 355 -0.00775069 0.208976
1 355 -0.00736091 0.196289
0 356 -0.00973124 0.0165818
1 356 -0.0125942 0.000485749
0 357 -0.0546369 -0.0801065
1 357 -0.0625102 -0.100847
0 358 -0.204874 -0.113788
1 358 -0.211832 -0.138708
0 359 -0.0257263 0.131406
1 359 -0.0298533 0.116384
0 360 -0.0214413 -0.242615
1 360 -0.0273289 -0.267381
0 361 -0.221197 0.0883189
1 361 -0.224371 0.0627799
0 362 -0.173632 -0.282253
1 362 -0.179287 -0.309607
0 363 -0.128257 -0.103189
1 363 -0.138359 -0.126259
0 364 -0.0282249 0.236233
1 364 -0.0284077 0.222467
0 365 -0.222987 -0.10748
1 365 -0.227197 -0.132834
0 366 -0.121781 -0.0459902
1 366 -0.130581 -0.0679292
0 367 -0.125695 -0.102383
1 367 -0.135793 -0.125514
0 368 -0.050803 0.190875
1 368 -0.0561636 0.175028
0 369 -0.171612 0.271402
1 369 -0.174882 0.247538
0 370 -0.127717 -0.0692823
1 370 -0.136832 -0.0914992
0 371 -0.0413057 -0.0959311
1 371 -0.0485289 -0.116892
0 372 -0.0784158 0.164073
1 372 -0.0858326 0.146026
0 373 -0.130876 -0.0843179
1 373 -0.140274 -0.107497
0 374 -0.057273 -0.237172
1 374 -0.066081 -0.261814
0 375 -0.0673975 0.201191
1 375 -0.0735634 0.184223
0 376 -0.121676 -0.0366009
1 376 -0.130355 -0.0584116
0 377 -0.229269 -0.013582
1 377 -0.231048 -0.0394376
0 378 -0.222836 -0.173763
1 378 -0.228417 -0.199421
0 362 -0.173566 -0.282163
0 379 -0.117187 0.101763
1 379 -0.12624 0.0814193
0 380 -0.0332996 -0.150135
1 380 -0.0371237 -0.171845
0 381 -0.126829 -0.090733
1 381 -0.136834 -0.114053
0 382 -0.0575541 -0.0721712
1 382 -0.0652588 -0.0925497
0 383 -0.222551 -0.106658
1 383 -0.226556 -0.131748
0 384 -0.226172 0.0154444
1 384 -0.226086 -0.0110074
0 385 -0.0259418 0.0616018
1 385 -0.0306513 0.0458522
0 386 -0.0274805 0.0226325
1 386 -0.0331389 0.0053662
0 387 -0.149305 -0.103592
1 387 -0.159219 -0.127286
0 388 -0.191459 -0.122506
1 388 -0.199533 -0.14664
0 389 -0.248369 -0.00567517
1 389 -0.249695 -0.0319733
0 390 -0.034511 -0.150067
1 390 -0.0419574 -0.172069
0 391 -0.0849534 -0.0443428
1 391 -0.0934901 -0.0653577
0 392 -0.184362 0.0966809
1 392 -0.190835 0.0728893
0 393 -0.216508 0.110663
1 393 -0.220284 0.0852526
0 394 -0.0103788 -0.10431
1 394 -0.0148948 -0.12402
0 395 -0.0546136 -0.111163
1 395 -0.0631407 -0.132457
0 396 -0.0525568 0.257438
1 396 -0.0565309 0.242162
0 397 -0.00860548 0.0710878
1 397 -0.0120867 0.055718
0 398 -0.0234352 -0.247586
1 398 -0.0290572 -0.272109
0 399 -0.0215847 -0.130292
1 399 -0.027267 -0.15063
0 400 -0.0892959 0.163004
1 400 -0.097052 0.144323
0 401 -0.169095 0.125102
1 401 -0.176459 0.102084
0 402 -0.236891 -0.0162389
1 402 -0.237843 -0.0419226
0 403 -0.0091852 0.134512
1 403 -0.0115691 0.119969
0 268 -0.163969 0.133981
0 404 -0.223232 0.162112
1 404 -0.225303 0.135817
0 405 -0.0522756 0.159073
1 405 -0.0585721 0.14274
0 406 -0.173984 0.138305
1 406 -0.180639 0.11516
0 407 -0.17385 -0.0888661
1 407 -0.182501 -0.11324
0 408 -0.184269 -0.274326
1 408 -0.190404 -0.300923
0 409 -0.189149 -0.185251
1 409 -0.197861 -0.210348
0 410 -0.155525 0.14001
1 410 -0.163155 0.117593
0 411 -0.0965815 -0.098084
1 411 -0.106204 -0.120049
0 412 0.0344208 -0.152212
1 412 0.0361872 -0.171941
0 413 -0.167793 -0.129283
1 413 -0.177195 -0.153685
0 414 -0.149281 0.14115
