9 3996 16019
1 46 0.301291 -0.0187967
0 47 -0.355729 -0.136179
1 47 -0.457052 -0.0694994
0 48 0.473434 -0.182593
1 48 0.340893 -0.107602
0 49 0.505708 -0.390606
1 49 0.360957 -0.303033
0 50 0.469263 -0.198136
1 50 0.211103 -0.0903759
0 51 -0.310177 -0.214535
1 51 -0.417614 -0.142339
0 52 -0.14231 0.0536002
1 52 -0.247146 0.113559
0 49 0.506041 -0.389989
0 53 -0.00484697 -0.195184
1 53 -0.113445 -0.125058
0 54 -0.0777527 -0.28998
1 54 -0.185495 -0.214736
0 55 -0.296859 -0.191155
1 55 -0.402629 -0.120487
0 56 -0.258236 -0.180022
1 56 -0.361619 -0.111142
0 57 0.346872 -0.277229
1 57 0.209543 -0.196792
0 58 -0.071247 -0.236593
1 58 -0.178139 -0.163238
0 59 -0.0637477 -0.152735
1 59 -0.175519 -0.0829911
0 60 -0.366335 -0.136043
1 60 -0.467403 -0.0695966
0 61 -0.363429 -0.105482
1 61 -0.465334 -0.0401326
0 62 -0.400119 0.103265
1 62 -0.523614 0.164567
0 63 -0.129307 -0.0895017
1 63 -0.248464 -0.0219527
0 64 -0.177142 -0.0689823
1 64 -0.296994 -0.00188142
0 50 0.468846 -0.198628
0 65 -0.327871 -0.155823
1 65 -0.430992 -0.0880144
0 66 0.521005 -0.299549
1 66 0.358958 -0.2122
0 62 -0.400268 0.103168
0 67 -0.216389 0.0948911
1 67 -0.324609 0.153315
0 68 0.416662 -0.265716
1 68 0.265774 -0.183049
0 69 0.429838 -0.0556013
1 69 0.298474 0.0148918
0 70 0.506051 -0.105736
1 70 0.370408 -0.0324166
0 71 -0.550677 -0.00359425
1 71 -0.566091 0.0343571
0 72 0.437114 -0.0637437
1 72 0.306234 0.00815792
0 73 0.319787 -0.26943
1 73 0.191387 -0.192181
0 74 -0.175743 0.0876275
1 74 -0.284648 0.146536
0 75 0.329484 -0.123441
1 75 0.208628 -0.0526685
0 76 -0.084314 -0.00210868
1 76 -0.188208 0.0581716
0 77 0.321638 0.030525
1 77 0.201129 0.0974044
0 78 -0.264127 -0.213115
1 78 -0.372205 -0.141095
0 79 -0.0821167 -0.253845
1 79 -0.191571 -0.180094
0 80 -0.0598208 -0.232065
1 80 -0.170085 -0.15969
0 81 0.408083 -0.184111
1 81 0.281416 -0.110229
0 82 0.326135 -0.137916
1 82 0.202115 -0.0656499
0 83 -0.0426903 -0.286549
1 83 -0.150998 -0.212211
0 84 -0.0162373 -0.130878
1 84 -0.12552 -0.0627802
0 85 0.357759 -0.14016
1 85 0.236408 -0.0700132
0 86 0.511167 -0.00691712
1 86 0.38859 0.0603567
0 87 -0.346701 -0.0782001
1 87 -0.448635 -0.014203
0 88 0.341878 -0.133004
1 88 0.218919 -0.0614828
0 89 -0.304382 -0.226595
1 89 -0.413152 -0.152768
0 90 -0.349117 -0.211799
1 90 -0.455978 -0.139459
0 77 0.321663 0.0308727
0 91 0.447295 -0.0815621
1 91 0.310696 -0.00977781
0 92 -0.03553 -0.209432
1 92 -0.142156 -0.139133
0 75 0.329066 -0.123238
0 93 0.00843368 -0.198432
1 93 -0.100145 -0.127622
0 94 -0.428684 -0.0170308
1 94 -0.55509 0.0504179
0 95 -0.0144922 -0.116929
1 95 -0.122449 -0.04897
0 96 -0.112202 0.0271438
1 96 -0.216759 0.0876253
0 97 0.486417 -0.083923
1 97 0.349646 -0.0095069
0 98 0.413075 -0.173877
1 98 0.283802 -0.100404
0 99 0.339097 -0.163664
1 99 0.211585 -0.0910873
0 100 0.371758 -0.189438
1 100 0.252217 -0.116457
0 101 0.353114 -0.19443
1 101 0.230183 -0.120688
0 102 -0.308213 -0.168855
1 102 -0.413051 -0.0992298
0 103 -0.0760726 -0.247951
1 103 -0.184427 -0.174193
0 104 0.484533 -0.0993893
1 104 0.348095 -0.025597
0 105 0.515304 -0.261197
1 105 0.355957 -0.177555
0 106 0.0077578 0.0928601
1 106 -0.121469 0.156736
0 107 -0.0751901 0.0755201
1 107 -0.18433 0.136141
0 108 0.321053 -0.32878
1 108 0.189569 -0.246741
0 109 -0.202261 0.0920679
1 109 -0.310458 0.150973
0 110 -0.00447943 -0.154669
1 110 -0.113529 -0.0873951
0 111 0.410403 -0.256595
1 111 0.26114 -0.175003
0 112 0.360027 0.051926
1 112 0.236288 0.118387
0 113 0.164333 0.143981
1 113 0.0256869 0.208904
0 114 -0.31019 0.0976797
1 114 -0.41506 0.155537
0 98 0.413165 -0.174252
0 115 0.430588 0.0761467
1 115 0.300904 0.143474
0 116 0.430351 0.0757676
1 116 0.300616 0.143043
0 117 0.310305 0.0681232
1 117 0.19356 0.133086
0 118 0.309198 0.0304128
1 118 0.18952 0.0965867
0 119 0.445273 0.0289232
1 119 0.314872 0.0975235
0 120 -0.292838 -0.209343
1 120 -0.399833 -0.137123
0 121 -0.309777 -0.230698
1 121 -0.417375 -0.157236
0 81 0.409542 -0.185071
0 122 -0.300845 -0.0608119
1 122 -0.405972 0.00318727
0 123 0.398332 -0.313587
1 123 0.248101 -0.228755
0 124 0.29152 0.0168339
1 124 0.175462 0.0831254
0 108 0.32147 -0.328727
0 125 0.153054 0.0254552
1 125 0.0187507 0.0935831
0 126 -0.367009 0.123579
1 126 -0.501516 0.187247
0 127 0.468798 -0.189541
1 127 0.33435 -0.11344
0 128 0.371197 -0.0720155
1 128 0.259716 -0.00660612
0 88 0.33504 -0.130558
0 129 0.314877 0.0686137
1 129 0.199096 0.133783
0 130 0.348506 -0.133667
1 130 0.226578 -0.0628289
0 131 -0.402383 0.0313313
1 131 -0.527604 0.0968603
0 132 0.442897 -0.0250339
1 132 0.312459 0.044138
0 133 0.442761 -0.0232127
1 133 0.313232 0.0458642
0 134 0.493467 -0.0948235
1 134 0.356607 -0.0210351
0 135 0.0172467 -0.167214
1 135 -0.0926581 -0.0976731
0 130 0.347552 -0.134004
0 136 -0.137214 -0.0755145
1 136 -0.256225 -0.00837598
0 137 0.318998 -0.0494798
1 137 0.20059 0.0170831
0 138 0.377797 -0.0888329
1 138 0.262949 -0.021946
0 139 0.170337 0.150284
1 139 0.0325451 0.21497
0 140 0.41029 -0.00764911
1 140 0.284307 0.0620667
0 135 0.0182657 -0.167438
0 141 -0.0225051 -0.145862
1 141 -0.131744 -0.0770286
0 142 0.486494 -0.00954844
1 142 0.358562 0.0598607
0 143 0.464455 -0.00530748
1 143 0.334457 0.0640899
0 144 -0.396169 0.0345436
1 144 -0.52299 0.0993335
0 145 -0.0467974 -0.266024
1 145 -0.157171 -0.191508
0 146 0.161945 0.117758
1 146 0.0197796 0.184371
0 147 0.291543 0.0144143
1 147 0.17485 0.0786991
0 148 -0.0110153 -0.177984
1 148 -0.120846 -0.108289
0 149 -0.0672685 0.0488791
1 149 -0.173321 0.109779
0 150 0.10033 0.115659
1 150 -0.0405248 0.182146
0 151 -0.048101 -0.255378
1 151 -0.158185 -0.181693
0 150 0.10021 0.114703
0 152 0.168363 0.148295
1 152 0.0310136 0.213577
0 153 -0.367553 -0.166019
1 153 -0.469651 -0.0976677
0 154 -0.212492 -0.0809528
1 154 -0.33122 -0.0134519
0 155 -0.432125 0.157664
1 155 -0.552951 0.216241
0 156 -0.35597 -0.123548
1 156 -0.461667 -0.0560704
0 157 -0.318764 -0.100939
1 157 -0.423365 -0.0346968
0 158 -0.0414171 -0.241787
1 158 -0.151524 -0.168845
0 159 0.453586 -0.145997
1 159 0.31515 -0.0711573
0 160 0.304312 0.0694527
1 160 0.189021 0.134181
0 161 -0.0552258 -0.269045
1 161 -0.165143 -0.194682
0 122 -0.300005 -0.0608014
0 162 -0.31743 -0.200643
1 162 -0.42476 -0.128442
0 163 0.00908122 -0.221406
1 163 -0.103917 -0.147774
0 164 0.397692 0.0470829
1 164 0.269085 0.11394
0 82 0.326084 -0.137737
0 165 -0.318262 -0.101442
1 165 -0.422636 -0.0354801
0 166 0.420514 -0.293222
1 166 0.267464 -0.208316
0 167 0.0765398 0.182101
1 167 -0.054616 0.244858
0 168 -0.24922 0.0790137
1 168 -0.355669 0.137323
0 169 0.296923 -0.0963085
1 169 0.178657 -0.0278946
0 170 0.327968 -0.375374
1 170 0.203244 -0.293654
0 171 0.423453 -0.291965
1 171 0.270404 -0.206928
0 172 -0.332788 -0.252246
1 172 -0.439501 -0.177234
0 173 0.323324 -0.371345
1 173 0.197036 -0.288601
0 174 -0.541014 -0.135543
1 174 -0.138497 -0.218191
0 175 0.435587 -0.0274762
1 175 0.307378 0.0413889
0 176 -0.0757291 -0.194227
1 176 -0.181798 -0.124419
0 146 0.16171 0.117195
0 162 -0.317489 -0.200448
0 177 0.422461 -0.292495
1 177 0.2696 -0.207146
0 178 -0.439486 0.150041
1 178 -0.560309 0.208548
0 179 0.123109 0.0757914
1 179 -0.0223371 0.143057
0 164 0.398095 0.0467875
0 180 -0.0997044 0.0744048
1 180 -0.206667 0.13444
0 181 0.47452 -0.389505
1 181 0.329939 -0.302493
0 182 0.463025 -0.0714244
1 182 0.329397 0.00095139
0 183 -0.0845998 0.061594
1 183 -0.19205 0.122312
0 184 -0.303518 0.0672125
1 184 -0.406437 0.125782
0 185 0.450874 -0.090662
1 185 0.315112 -0.0180901
0 186 0.0299596 0.0680957
1 186 -0.093803 0.133105
0 187 0.375973 0.0439582
1 187 0.249762 0.110908
0 188 0.482041 0.0472056
1 188 0.351591 0.11613
0 189 0.418566 0.0298493
1 189 0.286165 0.0983185
0 190 0.461902 -0.155906
1 190 0.322008 -0.0794973
0 191 0.066074 0.00827595
1 191 -0.0322504 0.0697629
0 192 -0.308508 0.0805233
1 192 -0.412696 0.138687
0 193 0.471213 -0.0969435
1 193 0.333992 -0.0231494
0 194 0.482212 -0.130448
1 194 0.344229 -0.0549193
0 195 0.416662 0.0115991
1 195 0.287168 0.0798283
0 196 0.00424022 -0.180954
1 196 -0.106216 -0.111052
0 197 0.470655 -0.134228
1 197 0.333293 -0.0599095
0 198 0.393287 0.0396684
1 198 0.264654 0.107198
0 199 -0.0576324 -0.248696
1 199 -0.167275 -0.174909
0 200 -0.353195 -0.161504
1 200 -0.454929 -0.0927711
0 201 0.190638 0.107365
1 201 0.0483131 0.173574
0 202 0.420777 0.0260067
1 202 0.288938 0.09471
0 203 0.409144 0.0786571
1 203 0.280186 0.145942
0 204 0.32457 -0.15429
1 204 0.198577 -0.0824247
0 185 0.449475 -0.0913326
0 195 0.417316 0.0115975
0 205 0.31298 0.00704516
1 205 0.192689 0.0739116
0 206 0.515565 -0.33915
1 206 0.360713 -0.252015
0 207 -0.330505 -0.0667198
1 207 -0.431333 -0.00383538
0 208 0.19492 0.112556
1 208 0.0555351 0.178677
0 209 -0.084774 -0.0794039
1 209 -0.198841 -0.0115628
0 210 -0.0561745 -0.257701
1 210 -0.166315 -0.183997
0 211 0.432851 0.0164296
1 211 0.300525 0.0856028
0 212 0.388133 -0.291698
1 212 0.239217 -0.208402
0 213 0.443684 0.0492786
1 213 0.312462 0.117919
0 214 0.00854082 -0.154273
1 214 -0.102208 -0.0851447
0 182 0.462937 -0.0711535
0 215 0.340285 -0.122971
1 215 0.219543 -0.0527569
0 216 -0.237023 -0.161427
1 216 -0.341504 -0.0937113
0 217 0.141635 0.113516
1 217 0.000530008 0.180372
0 218 -0.0547553 -0.278125
1 218 -0.164709 -0.203629
0 219 -0.144308 0.0864026
1 219 -0.250542 0.145824
0 204 0.324571 -0.154213
0 220 0.158288 0.102688
1 220 0.0173058 0.170011
0 221 -0.022752 -0.166773
1 221 -0.13147 -0.0977768
0 222 0.358255 0.0271016
1 222 0.231956 0.094864
0 223 0.383872 0.0244006
1 223 0.25689 0.0936123
0 224 0.0234256 0.112614
1 224 0.05522 0.142168
0 225 0.525477 0.0338813
1 225 0.397104 0.102182
0 226 0.389963 0.0344476
1 226 0.261765 0.103209
0 227 0.393275 0.0672957
1 227 0.265954 0.134373
0 228 0.495851 0.0812121
1 228 0.366729 0.149412
0 229 0.0934897 0.0988931
1 229 -0.0461399 0.166136
0 230 0.458196 -0.0213574
1 230 0.329147 0.0484892
0 231 0.335375 -0.104
1 231 0.215061 -0.0350944
0 232 -0.167513 0.0933889
1 232 -0.275486 0.152573
0 233 -0.0589661 -0.300588
1 233 -0.166916 -0.225101
0 234 -0.250473 -0.0739996
1 234 -0.36647 -0.00681137
0 235 0.52177 0.039367
1 235 0.390113 0.109183
0 236 -0.097491 -0.205036
1 236 -0.201786 -0.133708
0 237 -0.0172874 0.0443679
1 237 -0.12502 0.105487
0 222 0.357213 0.0275543
0 238 -0.0467452 -0.296708
1 238 -0.154888 -0.221983
0 239 0.429031 -0.00780657
1 239 0.303387 0.0613648
0 240 0.414943 -0.159567
1 240 0.287231 -0.0853087
0 241 0.197154 0.0673497
1 241 0.0588218 0.13374
0 231 0.335512 -0.103424
0 242 0.330592 0.0527627
1 242 0.208506 0.119155
0 243 0.433417 -0.192107
1 243 0.301016 -0.115418
0 244 0.405473 -0.0450465
1 244 0.276907 0.0246793
0 245 0.0222028 0.11474
1 245 -0.107617 0.178793
0 246 0.511697 -0.334239
1 246 0.356596 -0.247497
0 247 -0.32247 -0.1189
1 247 -0.426277 -0.0527753
0 248 0.318809 -0.2893
1 248 0.189266 -0.211015
0 249 0.293019 0.0537052
1 249 0.178912 0.118499
0 250 0.475287 -0.320098
1 250 0.314279 -0.232934
0 251 0.533597 0.0473828
1 251 0.40413 0.1168
0 252 0.440591 0.103752
1 252 0.312207 0.170384
0 253 0.200209 0.0826642
1 253 0.0682869 0.148694
0 196 0.00322907 -0.180599
0 254 -0.0579751 -0.199188
1 254 -0.164491 -0.129504
0 248 0.318778 -0.290724
0 255 -0.00834981 -0.166344
1 255 -0.117815 -0.0965825
0 239 0.426033 -0.00790333
0 256 0.288475 -0.0428523
1 256 0.176188 0.0232247
0 257 0.388885 -0.295919
1 257 0.240919 -0.211877
0 234 -0.249901 -0.0733762
0 255 -0.00872401 -0.166226
0 258 0.369911 -0.312072
1 258 0.223603 -0.227077
0 259 -0.0316283 -0.236191
1 259 -0.141688 -0.163391
0 260 -0.143802 0.0874477
1 260 -0.250148 0.146589
0 261 0.00105697 -0.117986
1 261 -0.106828 -0.0519129
0 262 0.175148 0.0947042
1 262 0.0323806 0.161761
0 263 -0.0308359 -0.236246
1 263 -0.140661 -0.163447
0 264 0.431005 0.0472176
1 264 0.300427 0.114821
0 265 -0.0346555 -0.236378
1 265 -0.144818 -0.163053
0 266 -0.0864395 0.0798586
1 266 -0.194979 0.140407
0 267 -0.103668 -0.0485458
1 267 -0.208516 0.0157465
0 268 0.486552 0.0606469
1 268 0.354776 0.129333
0 269 -0.103391 -0.047674
1 269 -0.208473 0.0161701
0 270 -0.359578 -0.0935068
1 270 -0.461087 -0.0288459
0 271 0.00643078 -0.15396
1 271 -0.105177 -0.084937
0 272 0.521384 -0.125003
1 272 0.381983 -0.0506362
0 273 -0.486865 0.170327
1 273 -0.511207 0.208162
0 274 0.372396 -0.182091
1 274 0.253009 -0.10938
0 275 0.393947 -0.278759
1 275 0.243085 -0.19605
0 276 0.455852 0.0490801
1 276 0.324427 0.117905
0 258 0.369947 -0.312324
0 277 -0.0592656 -0.196732
1 277 -0.166259 -0.126505
0 278 -0.319821 -0.236813
1 278 -0.427638 -0.162874
0 279 0.335429 0.0459112
1 279 0.212874 0.112057
0 280 0.0146018 -0.183954
1 280 -0.0954572 -0.113609
0 281 -0.013227 -0.102546
1 281 -0.120142 -0.0370641
0 282 -0.0724649 -0.30067
1 282 -0.180695 -0.22417
0 283 -0.251726 -0.148427
1 283 -0.357977 -0.0805924
0 284 0.50055 0.0757823
1 284 0.36817 0.145748
0 285 -0.283746 -0.168854
1 285 -0.388576 -0.100025
0 286 0.40155 -0.29645
1 286 0.251255 -0.210854
0 287 -0.281621 -0.224391
1 287 -0.391256 -0.151085
0 288 -0.328153 0.0911258
1 288 -0.430404 0.148309
0 289 0.000447062 -0.207367
1 289 -0.108026 -0.135468
0 290 0.423916 -0.187549
1 290 0.293223 -0.112269
0 291 0.0723868 0.166196
1 291 -0.0582894 0.229188
0 292 -0.39473 0.175256
1 292 -0.51574 0.231785
0 293 -0.286628 -0.168969
1 293 -0.3912 -0.100288
0 294 -0.074279 -0.29666
1 294 -0.182901 -0.220432
0 295 -0.417381 0.0185801
1 295 -0.543979 0.0838324
0 296 0.418968 -0.112529
1 296 0.28603 -0.0386539
0 297 0.395526 -0.285447
1 297 0.246101 -0.201825
0 298 -0.102979 -0.202993
1 298 -0.206089 -0.132648
0 299 0.452937 -0.0750053
1 299 0.317953 -0.00298258
0 300 -0.328353 -0.195814
1 300 -0.43422 -0.124061
0 301 0.538821 -0.0218818
1 301 0.416455 0.0461497
0 302 0.419545 -0.112012
1 302 0.286483 -0.0385461
0 303 -0.00192114 -0.11702
1 303 -0.110173 -0.0499501
0 304 -0.324528 -0.270705
1 304 -0.429491 -0.19485
0 305 0.0936091 0.0870226
1 305 -0.0496061 0.153324
0 306 -0.0889998 -0.105857
1 306 -0.204883 -0.0382028
0 307 -0.272961 -0.213357
1 307 -0.381118 -0.141073
0 295 -0.419005 0.0189575
0 308 -0.257021 -0.149753
1 308 -0.362482 -0.081599
0 304 -0.324873 -0.270485
0 309 -0.0499042 -0.194993
1 309 -0.157941 -0.124644
0 310 -0.235995 -0.0420245
1 310 -0.346545 0.0234101
0 311 0.375507 -0.299278
1 311 0.228149 -0.215559
0 172 -0.330159 -0.254399
0 312 -0.0156645 0.0927318
1 312 -0.141238 0.155984
0 313 -0.324618 -0.238031
1 313 -0.432831 -0.163656
0 314 0.174607 0.0911361
1 314 0.034375 0.159287
0 315 -0.0906614 -0.0944306
1 315 -0.205999 -0.0270046
0 316 0.453614 0.0139005
1 316 0.324306 0.0832679
0 261 0.00266504 -0.119576
0 317 -0.0892493 -0.10529
1 317 -0.204688 -0.0374541
0 318 0.362164 -0.261553
1 318 0.216788 -0.179126
0 319 0.4659 -0.247435
1 319 0.311459 -0.16561
0 311 0.373968 -0.298274
0 320 0.317472 0.0252699
1 320 0.19744 0.0910853
0 321 0.45381 0.0135101
1 321 0.324657 0.0829123
0 322 0.347861 0.0225917
1 322 0.224262 0.0892719
0 323 -0.0834391 -0.223203
1 323 -0.189189 -0.152885
0 324 0.108903 0.085385
1 324 -0.0331576 0.152266
0 325 0.486963 -0.0175039
1 325 0.35877 0.0520867
0 326 -0.0327525 -0.290115
1 326 -0.140513 -0.215839
0 327 0.448054 -0.0737411
1 327 0.313047 -0.00144801
0 328 0.453069 -0.0215308
1 328 0.322985 0.0478296
0 329 0.494744 -0.102296
1 329 0.358062 -0.0284468
0 330 0.114915 0.107185
1 330 -0.0259809 0.173858
0 331 0.52909 -0.137993
1 331 0.389277 -0.0620294
0 332 -0.0189011 0.0976236
1 332 -0.145405 0.160769
0 333 0.486342 -0.391997
1 333 0.339764 -0.304286
0 334 -0.372491 -0.10379
1 334 -0.474514 -0.0383085
0 335 0.54532 0.00551093
1 335 0.416778 0.0745583
0 336 0.470093 -0.304986
1 336 0.313634 -0.217869
0 337 0.398975 -0.274543
1 337 0.249408 -0.192157
0 338 -0.173124 -0.136848
1 338 -0.27025 -0.0702885
0 339 -0.0904157 -0.134714
1 339 -0.203857 -0.0666253
0 340 0.0468627 0.00928064
1 340 -0.0549233 0.0710864
0 341 -0.0251181 -0.276045
1 341 -0.133714 -0.203036
0 281 -0.0174318 -0.1008
0 342 -0.0940456 -0.251612
1 342 -0.201886 -0.178328
0 343 0.538386 -0.146205
1 343 0.398047 -0.0702674
0 344 0.465587 -0.0273269
1 344 0.336982 0.0427817
0 345 0.0496203 0.0100598
1 345 -0.0533312 0.0712954
0 346 -0.0996845 -0.125454
1 346 -0.212216 -0.0573764
0 347 -0.0173049 0.130979
1 347 -0.137881 0.191419
0 310 -0.233944 -0.0414886
0 348 0.476252 -0.239387
1 348 0.322087 -0.157341
0 349 0.140483 0.0849535
1 349 -0.00476377 0.152292
0 350 -0.269073 -0.231543
1 350 -0.375798 -0.158258
0 351 0.389528 -0.308971
1 351 0.241007 -0.223012
0 352 -0.1892 0.0639615
1 352 -0.297659 0.124029
0 353 -0.260718 -0.0664584
1 353 -0.371719 0.000107459
0 354 0.485606 -0.257767
1 354 0.327376 -0.174359
0 355 0.456126 0.0914201
1 355 0.32823 0.158436
0 356 -0.186402 -0.100811
1 356 -0.305136 -0.0324349
0 357 -0.0856615 -0.227033
1 357 -0.197298 -0.154787
0 358 0.452366 -0.105943
1 358 0.316782 -0.0323759
0 359 -0.331625 -0.139984
1 359 -0.434162 -0.0730721
0 360 0.535241 0.025858
1 360 0.409629 0.094969
0 361 -0.0809209 -0.209791
1 361 -0.18685 -0.139969
0 362 0.502509 -0.241836
1 362 0.347036 -0.158718
0 363 -0.0754006 -0.260436
1 363 -0.185271 -0.186079
0 359 -0.329739 -0.140276
0 362 0.501999 -0.242264
0 364 -0.29265 0.096119
1 364 -0.39773 0.154234
0 365 -0.29793 0.0893939
1 365 -0.402974 0.147646
0 366 -0.173047 -0.16743
1 366 -0.26767 -0.101611
0 367 0.350406 -0.259091
1 367 0.207674 -0.178965
0 368 -0.0792256 -0.213307
1 368 -0.185926 -0.142547
0 369 0.41931 -0.236364
1 369 0.271095 -0.155522
0 174 -0.0310445 -0.291728
0 368 -0.0798105 -0.212403
0 370 0.376586 -0.264314
1 370 0.232651 -0.18301
0 371 0.389703 -0.00752872
1 371 0.263876 0.061333
0 372 -0.173483 -0.176247
1 372 -0.269043 -0.110497
0 373 -0.340264 -0.0720047
1 373 -0.441475 -0.00804197
0 374 0.149609 0.0871008
1 374 0.00281558 0.155357
0 375 -0.177 0.0467201
1 375 -0.285106 0.10714
0 376 0.427127 -0.303366
1 376 0.271893 -0.217809
0 377 -0.1754 -0.141797
1 377 -0.271408 -0.0763925
0 378 0.495885 -0.108871
1 378 0.359735 -0.034483
0 379 0.432116 -0.0749455
1 379 0.298128 -0.00251031
0 380 0.477373 -0.0910417
1 380 0.339933 -0.0167029
0 381 -0.262811 -0.168863
1 381 -0.365959 -0.100455
0 352 -0.189548 0.0639503
0 382 0.0880829 0.131215
1 382 -0.0533769 0.196357
0 383 0.508555 0.0947444
1 383 0.385667 0.162903
0 384 -0.0698853 0.0655269
1 384 -0.178908 0.125285
0 385 -0.12661 0.0815007
1 385 -0.232028 0.141053
0 386 0.499713 -0.209412
1 386 0.374352 -0.134898
0 387 0.270539 0.00587528
1 387 0.161395 0.0698912
0 388 -0.00420939 0.0691119
1 388 -0.133073 0.134116
0 389 -0.25742 -0.15727
1 389 -0.361477 -0.0883593
0 374 0.149818 0.0872992
0 390 -0.224952 -0.0721278
1 390 -0.343071 -0.00531342
0 391 0.539355 -0.205514
1 391 0.406051 -0.13078
0 392 0.496704 0.0244083
1 392 0.367772 0.0934792
0 393 0.452868 -0.0761478
1 393 0.317109 -0.00391314
0 394 0.107231 0.0919364
1 394 -0.0322233 0.159193
0 395 0.0849251 0.105507
1 395 -0.0548054 0.171233
0 367 0.352549 -0.258967
0 396 0.379809 0.0294256
1 396 0.251716 0.0980175
0 397 -0.144546 0.0751188
1 397 -0.248906 0.134522
0 398 -0.128763 -0.202978
1 398 -0.225366 -0.134674
0 399 -0.126901 0.0835745
1 399 -0.232962 0.142976
0 400 -0.277377 -0.218876
1 400 -0.385693 -0.144639
0 401 0.361175 -0.0186422
1 401 0.239046 0.0490233
0 402 -0.0398839 -0.282533
1 402 -0.149271 -0.208478
0 403 -0.227795 0.066599
1 403 -0.336455 0.126364
0 404 -0.265031 -0.16814
1 404 -0.367499 -0.0987737
0 405 -0.0996355 -0.0848083
1 405 -0.213634 -0.0183268
0 406 0.547139 0.0231413
1 406 0.422205 0.0917742
0 407 0.114694 0.0802207
1 407 -0.0299857 0.147452
0 408 -0.419084 0.233705
1 408 -0.545021 0.289219
0 407 0.112358 0.0808264
0 409 -0.107104 0.0666063
1 409 -0.213123 0.126707
0 410 -0.0467514 -0.06806
1 410 -0.154423 -0.00299026
0 411 -0.0679119 -0.279252
1 411 -0.175678 -0.203476
0 412 0.130454 0.170401
1 412 -0.00111444 0.234345
0 413 -0.262087 -0.0567523
1 413 -0.375416 0.0094398
0 364 -0.290354 0.0965058
0 414 0.412575 0.0685572
1 414 0.283971 0.136226
0 415 -0.0635602 -0.0358094
1 415 -0.172327 0.0271802
0 416 -0.084322 -0.0916174
1 416 -0.199578 -0.02466
0 417 0.413439 -0.0668253
1 417 0.280544 0.00459405
0 418 -0.0826777 0.0393432
1 418 -0.190054 0.100016
0 419 -0.418357 -0.215886
1 419 -0.508309 -0.145076
0 420 -0.277369 -0.206772
1 420 -0.385533 -0.134381
0 421 -0.156285 0.0832918
1 421 -0.263946 0.143649
0 422 0.467282 0.097344
